artist_name,total_plays,total_minutes,skip_rate,loyalty_score
Chaitra Ambadipudi,53,154.45505,0.18867924528301888,43.0
Charlie Puth,86,219.4342,0.26744186046511625,63.0
Chase Atlantic,460,1260.2023833333333,0.2565217391304348,341.99999999999994
Chavela,1,0.4192166666666667,1.0,0.0
Chillbo Baggins,3,5.239033333333333,0.3333333333333333,2.0
Chilled Cat,11,23.164283333333334,0.09090909090909091,10.0
Chinmayi,51,85.1242,0.5686274509803921,22.0
Chinna Ponnu,45,55.81701666666666,0.8,8.999999999999998
Chiranjeevi,7,5.204,0.7142857142857143,2.0
Chris Brown,184,461.4266333333333,0.1956521739130435,148.0
Chris Yones,5,10.645766666666667,0.4,3.0
Clairo,1,3.1397666666666666,0.0,1.0
Clinton Cerejo,16,57.78015,0.25,12.0
Clyde Boudreaux,1,0.0398666666666666,1.0,0.0
Coffv,2,2.2002333333333333,0.0,2.0
Coi Leray,2,4.652,0.5,1.0
Coldplay,2,8.185883333333333,0.5,1.0
Composition Based on a Dagarvani Tradition Dhrupad,33,21.34818333333333,0.9696969696969697,0.9999999999999991
Conan Gray,26,48.90775,0.4230769230769231,14.999999999999998
Confetti,2,3.4122333333333335,0.0,2.0
Cosmic Boy,1,2.223333333333333,1.0,0.0
Cozy Home,4,9.039533333333335,0.0,4.0
Craig David,2,3.4267166666666666,0.5,1.0
Crush,2,4.418833333333334,0.5,1.0
Culture Code,1,2.3897166666666667,1.0,0.0
D'african,4,4.649733333333334,0.5,2.0
D. Imman,1,1.6206666666666667,1.0,0.0
DHARIA,45,88.25998333333334,0.37777777777777777,28.0
DJ Fronteo,16,39.692366666666665,0.3125,11.0
DJ Gowtham,15,16.2322,0.3333333333333333,10.000000000000002
DJ ROOTS,69,198.13578333333334,0.2028985507246377,55.0
DNCE,26,56.78343333333333,0.34615384615384615,17.0
DPR LIVE,45,120.14223333333332,0.13333333333333333,39.0
Daddy Yankee,2,3.21,1.0,0.0
Daler Mehndi,2,6.150883333333333,0.5,1.0
Dan + Shay,1,0.03555,1.0,0.0
DaniLeigh,1,1.0027,1.0,0.0
Darci,53,138.36634999999998,0.09433962264150944,48.0
Darshan Raval,3,0.7113666666666666,1.0,0.0
David Guetta,1,1.1043166666666666,1.0,0.0
David Kushner,2,5.284433333333333,1.0,0.0
David Simon,20,70.8878,0.15,17.0
Dayglow,74,200.69981666666666,0.44594594594594594,41.0
De La Kash,1,3.72595,0.0,1.0
Dear Gravity,2,4.721616666666666,0.0,2.0
Deepak Blue,1,3.02475,1.0,0.0
Deepanshu Ruhela,1,0.7961666666666667,1.0,0.0
Deepu,1,3.865083333333333,1.0,0.0
Demi Lovato,22,54.19198333333333,0.2727272727272727,16.0
Demtyne,2,0.3901166666666666,1.0,0.0
Desiigner,1,0.0757833333333333,1.0,0.0
Devi Sri Prasad,109,268.46625,0.4954128440366973,55.0
Dhanunjay Seepana,85,201.3701333333333,0.4823529411764706,43.99999999999999
Dhanush,214,670.7058,0.397196261682243,129.0
Dharmik,14,22.630733333333332,0.6428571428571429,4.999999999999999
Dhee,137,401.4036,0.31386861313868614,94.0
Dhibu Ninan Thomas,113,381.5567833333333,0.34513274336283184,74.0
Dhinesh Kanagara Thinam,40,122.24726666666666,0.375,25.0
Dhrriti Saharan,52,118.9441,0.5192307692307693,24.999999999999996
Dhruv,90,201.60948333333332,0.2,72.0
Dhruv Vikram,1,3.251916666666667,0.0,1.0
Dhvani Bhanushali,34,67.29983333333332,0.4117647058823529,20.0
Dikshant,29,31.810066666666668,0.6896551724137931,8.999999999999998
Diljit Dosanjh,69,186.916,0.15942028985507245,58.0
Dinesh Kanagaratnam,6,20.035283333333332,0.16666666666666666,5.0
Dino James,53,110.95816666666666,0.5094339622641509,26.0
Divya Kumar,52,157.54783333333333,0.15384615384615385,44.0
Doja Cat,506,1230.5501,0.2865612648221344,361.0
Don Williams,1,0.02825,1.0,0.0
DooPiano,1,0.6268666666666667,0.0,1.0
Dos Brains,11,24.073383333333332,0.45454545454545453,6.0
Dove Cameron,56,116.08603333333332,0.17857142857142858,46.0
Dr Zeus,1,0.2798166666666666,1.0,0.0
Drake,1,1.22045,1.0,0.0
Dream Note,2,1.0195333333333334,0.5,1.0
Dreamcatcher,7,9.834999999999999,0.2857142857142857,5.0
Drift Crew,1,2.1256166666666667,0.0,1.0
Dua Lipa,27,50.361466666666665,0.5185185185185185,13.0
Duncan Laurence,58,85.80471666666666,0.4482758620689655,32.0
Dynamicduo,17,29.673183333333334,0.8823529411764706,2.0000000000000004
ECÂF,2,6.631033333333333,0.0,2.0
ENHYPEN,192,396.2243833333333,0.296875,135.0
EXO,36,102.63145,0.2222222222222222,28.0
Ed Sheeran,76,219.27096666666665,0.21052631578947367,60.0
Edison Lighthouse,7,1.0448166666666665,1.0,0.0
Edward Maya,15,28.90276666666667,0.6666666666666666,5.000000000000001
Efisio Cross,2,9.408333333333333,0.0,2.0
Electric Rivers,1,0.4376666666666666,1.0,0.0
Elijah Who,2,0.2886666666666666,1.0,0.0
Elley Duhé,44,85.91811666666666,0.3181818181818182,30.000000000000004
Ellie Goulding,56,127.43945,0.26785714285714285,41.0
Elsei,1,2.4,0.0,1.0
Elvis Drew,48,95.52296666666668,0.2916666666666667,34.0
ElyOtto,26,24.3276,0.34615384615384615,17.0
Ember Island,39,111.3245,0.28205128205128205,28.0
Emilio Varela,1,1.9607166666666669,0.0,1.0
Eminem,11,45.58795,0.2727272727272727,8.0
Emma Heesters,29,18.590066666666665,0.6896551724137931,8.999999999999998
Erika Lundmoen,25,56.017849999999996,0.52,12.0
Evanly,1,0.57685,0.0,1.0
Ex Habit,27,38.34148333333333,0.6666666666666666,9.000000000000002
Eyedress,1,0.6374666666666666,1.0,0.0
Ezu,1,1.522333333333333,1.0,0.0
Fannie Shelton,4,4.4254,0.75,1.0
Farhan Akhtar,10,22.763466666666666,0.7,3.0000000000000004
FiolTune,1,1.4465,0.0,1.0
Flo Milli,14,19.786033333333332,0.5714285714285714,6.0
Flo Rida,1,0.28445,1.0,0.0
Flughand,1,1.5605833333333334,0.0,1.0
Fly By Nightcore,1,2.7554666666666665,0.0,1.0
Fly Project,37,88.74848333333333,0.16216216216216217,31.0
Francois Castelleno,1,4.5411166666666665,0.0,1.0
Frankie Valli,1,0.6269333333333333,1.0,0.0
Fraxo,7,0.4319999999999997,1.0,0.0
Freddie Dredd,13,18.10086666666667,0.6153846153846154,5.0
Fujii Kaze,28,43.82128333333333,0.6428571428571429,9.999999999999998
Future,12,40.30093333333333,0.08333333333333333,11.0
G-Eazy,224,807.0202999999999,0.17410714285714285,185.0
G. V. Prakash,134,396.30171666666666,0.3208955223880597,91.00000000000001
GAYLE,1,2.979783333333333,0.0,1.0
GENDELL,1,0.1938333333333333,1.0,0.0
GIVĒON,5,6.1270999999999995,0.8,0.9999999999999998
Gajendra Verma,5,12.481283333333334,0.2,4.0
GameboyJones,1,0.1956333333333333,1.0,0.0
Geetha Madhuri,2,4.021566666666667,1.0,0.0
Gentle Bones,1,2.51735,0.0,1.0
George Benson,1,0.5246166666666666,1.0,0.0
Ghibran,1,2.8821666666666665,1.0,0.0
Giveon,19,25.472966666666665,0.5789473684210527,8.0
Glass Animals,51,128.3355,0.45098039215686275,28.000000000000004
Good Knight Productions,1,0.0572666666666666,1.0,0.0
Govind Vasantha,5,2.450683333333333,1.0,0.0
Gowtham Bharadwaj,1,0.0387166666666666,1.0,0.0
Gowthami,1,0.1598333333333333,1.0,0.0
Gubbi,42,109.22515,0.14285714285714285,36.0
Gurinder Seagal,68,255.35766666666666,0.38235294117647056,42.0
Guru Randhawa,55,91.71518333333333,0.6181818181818182,21.0
Gwen Stefani,8,19.002916666666668,0.5,4.0
HAVEN,1,0.0922333333333333,1.0,0.0
HOYO-MiX,2,1.9442500000000003,0.5,1.0
HRVY,1,2.83145,0.0,1.0
HYO,1,0.0291,1.0,0.0
Haaf,1,2.069716666666667,0.0,1.0
Halocene,1,1.9558833333333332,0.0,1.0
Halsey,659,1788.36025,0.19119878603945373,533.0
Haricharan,79,214.3685833333333,0.569620253164557,34.0
"Haricharan, Sujatha",1,0.78095,1.0,0.0
Hariharan,144,337.29096666666663,0.7222222222222222,40.0
Harini,15,55.544283333333325,0.2,12.0
Harish Raghavendra,13,23.541866666666667,0.7692307692307693,2.9999999999999996
Harrdy Sandhu,3,3.2640499999999997,0.6666666666666666,1.0
Harris Jayaraj,191,384.26341666666667,0.7015706806282722,57.00000000000001
Harry Styles,103,215.1209333333333,0.23300970873786409,79.0
Harshika Gudi,2,6.048566666666666,0.0,2.0
"Harshika Gudi, Anudeep Dev",2,8.771933333333333,0.0,2.0
Hasan Raheem,131,320.7604666666667,0.3969465648854962,79.0
Hassan Ali Hashmi,63,66.4819,0.30158730158730157,44.0
Hemachandra Vedala,77,261.0367,0.5064935064935064,38.00000000000001
Henry Moodie,2,0.3100666666666666,1.0,0.0
Hesham Abdul Wahab,52,91.9549,0.6153846153846154,20.0
Hiko,1,0.6416,1.0,0.0
Hiphop Tamizha,2,0.45740000000000003,1.0,0.0
Hippie Sabotage,34,62.53113333333334,0.17647058823529413,28.0
Hobismorning,1,4.1208,0.0,1.0
Hotel Ugly,19,34.4376,0.2631578947368421,14.000000000000002
Hozier,5,19.15748333333333,0.2,4.0
IC3PEAK,1,2.755516666666667,0.0,1.0
INDRAGERSN,16,15.109166666666667,0.5,8.0
ISKCON Bangalore,13,38.39118333333334,0.6923076923076923,4.0
IU,1,2.792883333333333,0.0,1.0
Idealism,2,4.871049999999999,0.0,2.0
Iggy Azalea,1,0.25165,1.0,0.0
Ike Dweck,1,3.858233333333333,0.0,1.0
Ikka,14,54.68266666666667,0.35714285714285715,9.0
Ilaiyaraaja,1,0.378,1.0,0.0
Imagine Dragons,96,189.96545,0.3645833333333333,61.00000000000001
Indu Nagaraj,2,0.1457333333333333,1.0,0.0
"Indu Nagaraj, Manchu Manoj Kumar",12,5.452283333333333,1.0,0.0
Inno Genga,1,0.8424666666666667,1.0,0.0
Isabel LaRosa,75,134.20481666666666,0.18666666666666668,61.0
Itsjust_razz,63,151.77733333333333,0.30158730158730157,44.0
Iyaz,68,150.3695,0.2647058823529412,50.0
JAY B,1,0.968,1.0,0.0
JENNIE,12,26.891016666666665,0.25,9.0
Jace June,1,3.0177,0.0,1.0
Jaden,3,6.435933333333333,0.6666666666666666,1.0
Jai Waetford,131,349.39669999999995,0.09923664122137404,118.0
Jake Coco,12,5.6659500000000005,0.9166666666666666,1.0000000000000004
Jakon Vedal,6,15.34765,0.3333333333333333,4.0
JalRaj,1,0.418,1.0,0.0
James Arthur,5,3.718116666666666,0.8,0.9999999999999998
Jasleen Aulakh,1,0.1565833333333333,1.0,0.0
Jasleen Royal,189,448.4916,0.42857142857142855,108.0
Jaspreet Jasz,2,1.6254166666666667,1.0,0.0
"Jaspreet Jasz, Suchitra",1,0.2964666666666666,1.0,0.0
Jassie Gift,1,4.211233333333333,0.0,1.0
Javed Ali,63,172.37825,0.3968253968253968,38.00000000000001
Jawad Ahmad,5,6.41445,0.2,4.0
Jawed Gill,9,29.89678333333333,0.3333333333333333,6.000000000000001
Jawsh 685,37,85.45341666666667,0.21621621621621623,29.0
Jay Kava,1,0.4776,1.0,0.0
Jay Park,1,3.416516666666667,1.0,0.0
Jaymes Young,41,125.2645,0.21951219512195122,32.0
Jeans Srinivas,1,0.5943166666666667,1.0,0.0
Jeet Gannguli,1,2.3602666666666665,1.0,0.0
Jeremih,1,0.3048833333333333,1.0,0.0
Jeremy Zucker,10,13.509716666666666,0.6,4.0
Jessi,52,107.37113333333333,0.17307692307692307,43.0
Jessi Gift,1,0.6093333333333333,1.0,0.0
Jevin Gill,2,3.0493666666666663,0.5,1.0
John Legend,1,3.36325,1.0,0.0
Jokhay,38,59.052166666666665,0.8157894736842105,7.000000000000001
Jonas Blue,2,1.3166666666666667,0.5,1.0
Joongle,1,0.118,1.0,0.0
Jordan Adetunji,16,22.7886,0.375,10.0
Joseph Vincent,20,11.757983333333334,0.75,5.0
Journey,2,1.9707166666666667,0.5,1.0
Jr. NTR,29,58.47853333333333,0.6206896551724138,11.0
Jubin Nautiyal,32,55.852983333333334,0.65625,11.0
Juice WRLD,1,0.0560666666666666,1.0,0.0
Julia Michaels,81,232.02609999999999,0.08641975308641975,74.0
Jung Joon Young,18,17.697133333333333,0.7222222222222222,5.0
Jung Kook,132,268.2788,0.3939393939393939,80.0
Justin Bieber,2,5.0064,0.0,2.0
Justin Prabhakaran,1,0.0246,1.0,0.0
Justin Timberlake,17,50.25678333333333,0.4117647058823529,10.0
Justine Skye,244,854.8847666666667,0.20901639344262296,192.99999999999997
K'NAAN,1,1.448783333333333,1.0,0.0
K. S. Chithra,1,0.0805333333333333,1.0,0.0
K.Flay,159,479.6736833333333,0.12578616352201258,139.0
KAI,4,9.64075,0.5,2.0
KK,27,48.016783333333336,0.6666666666666666,9.000000000000002
KR$NA,1,0.67575,1.0,0.0
KSI,89,137.6494,0.5168539325842697,42.99999999999999
KSW,2,5.957416666666667,0.5,1.0
Kaash Paige,1,0.0633333333333333,1.0,0.0
Kailash Kher,7,35.0454,0.0,7.0
Kaiser Hulenstadt,1,0.0364,1.0,0.0
Kala Bhairava,3,3.141383333333333,0.6666666666666666,1.0
Kaliii,13,30.127266666666664,0.07692307692307693,12.0
Kalyani Malik,1,0.2333166666666666,1.0,0.0
Kalyani Menon,2,0.1301666666666666,1.0,0.0
Kalyanji-Anandji,1,5.333333333333333,0.0,1.0
Kanbina Mind,1,1.7529666666666666,0.0,1.0
Kanishk Seth,6,10.689616666666666,0.5,3.0
Kanye West,41,78.70303333333334,0.7560975609756098,10.0
Karan Verma,1,1.2014833333333332,1.0,0.0
Karthik,99,322.85428333333334,0.494949494949495,49.99999999999999
Karunya,2,3.585983333333333,1.0,0.0
Katie,3,4.289516666666667,0.6666666666666666,1.0
Katy Perry,125,350.64141666666666,0.232,96.0
Kehlani,2,0.6291333333333333,0.5,1.0
Kendrick Lamar,17,40.033,0.5882352941176471,7.0
Kenya Grace,14,24.770699999999998,0.35714285714285715,9.0
Khlaws,24,31.930183333333332,0.2916666666666667,17.0
Khushboo Raaj,1,1.0677333333333334,1.0,0.0
King,2,4.629566666666666,0.5,1.0
Kishore Kumar,9,24.42663333333333,0.6666666666666666,3.0000000000000004
Knowmadic,1,1.7584,0.0,1.0
Kudasaibeats,1,3.25,0.0,1.0
Kumar Sanu,2,5.254316666666667,0.5,1.0
Kuoga.,2,3.6058,0.0,2.0
Kushagra,1,0.4187333333333333,1.0,0.0
KÖWE,5,7.056516666666667,0.4,3.0
L. V. Revanth,96,294.33520000000004,0.3854166666666667,58.99999999999999
LE SSERAFIM,60,140.27859999999998,0.26666666666666666,44.0
LEAV/E/ARTH,2,8.3818,0.0,2.0
LOEF,3,4.9830000000000005,0.3333333333333333,2.0
LOONA,1,0.535,0.0,1.0
LUCY,3,3.094033333333333,0.6666666666666666,1.0
Labrinth,164,250.57881666666668,0.18292682926829268,134.0
Lady Gaga,17,27.57483333333333,0.7058823529411765,4.999999999999999
Lana Del Rey,346,910.5834166666667,0.45375722543352603,189.0
Lasse Lindh,2,2.0603,0.5,1.0
Lata Mangeshkar,1,3.816,0.0,1.0
Laura Shigihara,20,15.345283333333333,0.7,6.000000000000001
Lauv,108,294.9952666666666,0.05555555555555555,102.0
Layto,1,0.0860833333333333,1.0,0.0
League of Legends,1,0.4937166666666667,1.0,0.0
Leo Lind,1,0.5868333333333333,0.0,1.0
Leon D'souza,2,4.665,0.5,1.0
Leon James,4,5.907733333333333,0.75,1.0
Lewis Capaldi,18,9.063233333333333,0.7222222222222222,5.0
Liam Payne,1,1.40925,1.0,0.0
Lijo George,2,1.7050999999999998,0.0,2.0
Lil Nas X,51,94.21398333333335,0.0392156862745098,49.0
Lil Uzi Vert,12,45.1276,0.3333333333333333,8.0
Limi,2,6.6499,0.0,2.0
Lind Erebros,21,11.524383333333333,0.5714285714285714,9.0
Lindsey Stirling,47,150.72248333333334,0.1702127659574468,39.0
Linearwave,2,0.9160166666666667,0.5,1.0
Linkin Park,30,23.660133333333334,0.7,9.000000000000002
Little Circuits,1,0.01995,1.0,0.0
Lloyd,28,56.28973333333333,0.5357142857142857,13.0
Lloyd1,1,3.972,0.0,1.0
Lo-Fox,1,0.1612166666666666,1.0,0.0
Lo-fi 2307,1,3.557983333333333,0.0,1.0
Lofi Fruits Music,2,1.6351666666666667,0.0,2.0
Lofiwaala,1,0.17635,1.0,0.0
Lord Huron,7,5.471216666666667,0.5714285714285714,3.0
Loren Allred,2,3.4699666666666666,0.5,1.0
Lost Sky,1,2.0010833333333333,0.0,1.0
Loverex,2,4.422716666666666,0.5,1.0
Loving Caliber,40,112.07345000000001,0.4,24.0
Ludvig Forssell,3,2.3194999999999997,0.6666666666666666,1.0
Lukas Graham,35,93.65756666666667,0.2,28.0
M. M. Keeravaani,68,143.84721666666667,0.6470588235294118,23.999999999999996
M. M. Keeravani,5,12.1338,0.6,2.0
MADAX,1,0.1254833333333333,1.0,0.0
MAMAMOO,59,126.04925,0.3559322033898305,38.0
MARINA,29,42.1305,0.4827586206896552,14.999999999999998
MAX,1,3.2506666666666666,0.0,1.0
MC SQUARE,1,2.7036333333333333,0.0,1.0
MM Sreelekha,40,93.74963333333334,0.55,18.0
MOB CHOIR,3,2.8607666666666667,1.0,0.0
MOMOLAND,38,79.75101666666667,0.3157894736842105,26.0
MXZI,20,27.587933333333332,0.1,18.0
Maanu,55,200.14553333333333,0.2545454545454545,41.0
Macklemore,1,2.180233333333333,1.0,0.0
Madhumitha,46,75.2756,0.717391304347826,13.000000000000002
Madilyn Bailey,11,10.246216666666667,0.6363636363636364,4.0
Madison Beer,1,0.5631666666666667,1.0,0.0
Magdalena Bay,42,124.73811666666666,0.38095238095238093,26.0
Mahakatha,1,2.1285666666666665,1.0,0.0
Mahalakshmi Iyer,76,197.81001666666668,0.631578947368421,28.000000000000004
Major Lazer,131,355.72465,0.1984732824427481,105.0
Malathi,1,0.0893333333333333,1.0,0.0
Mallikarjun,1,0.3746166666666666,1.0,0.0
Mamta Rangeeli,1,0.3095166666666666,1.0,0.0
Mamta Sharma,7,14.902933333333335,0.42857142857142855,4.0
Manan Bhardwaj,2,1.6486166666666666,1.0,0.0
Manhark,1,2.236333333333333,0.0,1.0
Mani Sharma,21,57.17555,0.6190476190476191,8.0
Manic Drive,3,0.0608333333333332,1.0,0.0
Maninder Buttar,1,0.2116,1.0,0.0
Mano,20,40.01263333333333,0.85,3.0000000000000004
Manu Pilas,2,2.4936833333333333,0.5,1.0
Marcus & Martinus,53,110.23601666666666,0.18867924528301888,43.0
Mareux,3,0.2073666666666666,1.0,0.0
Marino,11,16.7549,0.18181818181818182,9.0
Mark John Petrie,7,19.00123333333333,0.0,7.0
Mark Ronson,20,34.21746666666667,0.5,10.0
Maroon 5,1,0.1671666666666666,1.0,0.0
Marshmello,35,78.50661666666666,0.2857142857142857,25.0
Marteen,26,47.61931666666667,0.38461538461538464,16.0
Martin Ermen,4,5.412749999999999,0.0,4.0
Martin Garrix,1,3.4953333333333334,1.0,0.0
Masego,64,266.10676666666666,0.171875,53.0
Mason Ramsey,1,0.181,1.0,0.0
Matt Maeson,1,3.3793333333333333,0.0,1.0
Meditative Mind,1,26.36828333333333,0.0,1.0
Meghan Trainor,1,3.0206666666666666,0.0,1.0
Meghdeep Bose,1,0.3049666666666666,1.0,0.0
Melanie Martinez,13,24.724116666666664,0.46153846153846156,7.0
Meliona,1,1.8890166666666663,0.0,1.0
Metro Boomin,117,334.01891666666666,0.1282051282051282,102.0
Michael Jackson,38,91.53683333333333,0.4473684210526316,20.999999999999996
Mickey J. Meyer,67,208.8878,0.2835820895522388,48.00000000000001
Mickey Valen,2,3.7232333333333334,0.0,2.0
Midnight Steak,1,1.2,0.0,1.0
Migrant Motel,150,342.46916666666664,0.21333333333333335,118.0
Miguel,3,3.703683333333333,0.6666666666666666,1.0
Miley Cyrus,3,3.6933666666666665,0.3333333333333333,2.0
Mister Decaf,3,0.87425,0.6666666666666666,1.0
Mithil Chakraborty,1,2.5,0.0,1.0
Mithoon,54,75.41335000000001,0.7037037037037037,16.0
Mitraz,4,7.41735,0.5,2.0
Miyuze,83,160.71883333333332,0.24096385542168675,63.0
Mohammed Irfan,2,1.1090499999999999,0.5,1.0
Mohana Bhogaraju,4,12.985683333333334,0.25,3.0
Mohit Chauhan,72,255.02631666666665,0.3333333333333333,48.00000000000001
Montell Fish,51,137.91175,0.2549019607843137,38.0
Montello,30,52.6819,0.43333333333333335,17.0
Mother of Moons,2,3.032566666666667,0.0,2.0
Msrayray6532,1,0.0864166666666666,1.0,0.0
Muni Long,1,1.2855666666666667,1.0,0.0
Muralidar,5,9.845716666666666,0.6,2.0
Muriel Anderson,1,0.2205,1.0,0.0
MyceliumBug,1,2.7710833333333333,0.0,1.0
Måneskin,134,278.55673333333334,0.34328358208955223,88.0
N.T. Rama Rao Jr,1,4.195233333333333,0.0,1.0
NCT 127,1,1.2900666666666667,0.0,1.0
NEFFEX,1,0.3343833333333333,1.0,0.0
NIKI,2,2.043333333333333,0.5,1.0
Nakash Aziz,1,0.2054833333333333,1.0,0.0
Narendra Doddapaneni,1,1.79845,1.0,0.0
Naresh Iyer,12,19.765216666666664,0.75,3.0
Nathan Dawe,1,0.09785,1.0,0.0
Naveen,1,0.7687,1.0,0.0
Nbdy,1,3.734533333333333,0.0,1.0
Neeti Mohan,51,63.62938333333333,0.6078431372549019,20.000000000000004
Neha Bhasin,5,6.09775,0.8,0.9999999999999998
Neha Kakkar,7,21.8476,0.0,7.0
Nej,1,0.44655,1.0,0.0
Nelly Furtado,55,146.39326666666668,0.23636363636363636,42.0
Nessa Barrett,1,0.04875,1.0,0.0
New West,69,144.0883,0.30434782608695654,48.0
NewJeans,67,83.607,0.26865671641791045,49.0
Niall Horan,1,3.136233333333333,0.0,1.0
Nicholas Bonnin,16,22.06075,0.6875,5.0
Nicki Minaj,54,120.11028333333333,0.25925925925925924,40.0
Nico Collins,52,152.50918333333334,0.19230769230769232,42.0
Nico Santos,1,0.9391833333333334,0.0,1.0
Nikhil D'Souza,1,0.217,1.0,0.0
Nikhita Gandhi,2,0.8359666666666665,1.0,0.0
Nikki Vianna,1,1.4524333333333332,0.0,1.0
Nityasree,1,2.01125,1.0,0.0
Noah Cyrus,31,66.79843333333334,0.2903225806451613,22.0
Noah Kahan,1,1.52035,1.0,0.0
Nohidea,1,1.6,0.0,1.0
Nova,1,3.065333333333333,0.0,1.0
Nox Arcana,2,0.9823,0.5,1.0
OAFF,182,533.28225,0.22527472527472528,141.0
OGECHIMUSIC,1,2.10725,1.0,0.0
OZZIE,31,101.82066666666665,0.25806451612903225,23.0
Oddability,1,1.728716666666667,0.0,1.0
Ol Wallace,3,2.0755833333333333,0.6666666666666666,1.0
Oliver Tree,2,3.07065,0.5,1.0
Olivia Rodrigo,202,417.33996666666667,0.2524752475247525,151.0
Olivier Lupin,1,0.8717166666666667,1.0,0.0
Ollie MN,7,1.8016999999999996,1.0,0.0
Omido,4,7.269533333333333,0.5,2.0
Omkar,1,0.0610833333333333,1.0,0.0
One Direction,41,84.78703333333333,0.43902439024390244,23.000000000000004
OneRepublic,62,82.07115,0.5,31.0
Oscen,1,1.4580833333333334,1.0,0.0
Oxlade,13,17.84285,0.6153846153846154,5.0
PARTYNEXTDOOR,11,21.734599999999997,0.18181818181818182,9.0
PENOMECO,14,25.713216666666668,0.5,7.0
PENTAGON,1,0.0656333333333333,1.0,0.0
PLAZA,220,733.26685,0.17272727272727273,182.0
PLVTINUM,28,75.69715,0.25,21.0
PRETTYMUCH,130,354.10925,0.2230769230769231,101.0
Paal Dabba,3,5.1640999999999995,0.3333333333333333,2.0
Padmalatha,30,37.091,0.7,9.000000000000002
Palak Muchhal,65,110.7986,0.6,26.0
Palakkad Shreeram,1,0.284,1.0,0.0
Parelo,2,0.49725,1.0,0.0
Paris Paloma,41,96.13546666666667,0.43902439024390244,23.000000000000004
Paris Snow,23,46.48428333333333,0.08695652173913043,21.0
Partha Sarathy,4,5.968049999999999,0.75,1.0
Pav Dharia,5,9.775783333333333,0.4,3.0
Pawni Pandey,3,6.458233333333333,0.0,3.0
Peddapuli Eshwar,1,1.822566666666667,1.0,0.0
Pentatonix,23,30.705916666666667,0.4782608695652174,12.0
Phantogram,15,16.5766,0.6666666666666666,5.000000000000001
Phelian,3,6.324916666666667,0.3333333333333333,2.0
Pinkfong,1,0.34135,1.0,0.0
Pixies,5,1.9848833333333333,0.6,2.0
Plato,2,0.09569999999999991,1.0,0.0
Plectric,3,1.6811333333333336,0.6666666666666666,1.0
Porter Robinson,1,0.72945,0.0,1.0
Post Malone,1,0.0075833333333333,1.0,0.0
Pradeep Kumar,1,0.3215166666666667,1.0,0.0
Pranav Muniraj,1,1.4249833333333333,0.0,1.0
Prateek Kuhad,1,0.14655,1.0,0.0
Pritam,23,31.456166666666665,0.7391304347826086,6.000000000000001
Prithvi Gandharv,2,0.12865,1.0,0.0
Pritt,48,78.41831666666667,0.2708333333333333,35.0
Priya Hemesh,24,46.91636666666667,0.875,3.0
Priya Saraiya,10,28.396533333333334,0.2,8.0
QARAN,45,81.32928333333334,0.5333333333333333,21.0
Queen Naija,1,0.0685333333333333,1.0,0.0
Qumu,1,0.3475166666666666,1.0,0.0
RADWIMPS,1,0.048,1.0,0.0
ROSYE,1,0.1603333333333333,1.0,0.0
ROSÉ,18,26.002416666666665,0.5,9.0
Rabbit Mac,2,0.9484833333333333,1.0,0.0
Raftaar,52,117.17601666666665,0.21153846153846154,41.0
Rag'n'Bone Man,4,0.5253333333333331,1.0,0.0
Raghav Chaitanya,68,221.22835,0.39705882352941174,41.00000000000001
Raghu Dixit,1,4.631966666666667,0.0,1.0
Rahul Nambiar,42,133.49711666666667,0.3333333333333333,28.000000000000004
Rahul Raj,1,0.05635,1.0,0.0
